"144/5",18,0
30,18,0
"156/5",18,0
"162/5",18,0
"168/5",18,0
"174/5",18,0
36,18,0
"186/5",18,0
"192/5",18,0
"198/5",18,0
"204/5",18,0
42,18,0
"216/5",18,0
"222/5",18,0
"228/5",18,0
"234/5",18,0
48,18,0
"246/5",18,0
"252/5",18,0
"258/5",18,0
"264/5",18,0
54,18,0
"276/5",18,0
"282/5",18,0
"288/5",18,0
"294/5",18,0
60,18,0
0,"96/5",0
"6/5","96/5",0
"12/5","96/5",0
"18/5","96/5",0
"24/5","96/5",0
6,"96/5",0
"36/5","96/5",0
"42/5","96/5",0
"48/5","96/5",0
"54/5","96/5",0
12,"96/5",0
"66/5","96/5",0
"72/5","96/5",0
"78/5","96/5",0
"84/5","96/5",0
18,"96/5",0
"96/5","96/5",0
"102/5","96/5",0
"108/5","96/5",0
"114/5","96/5",0
24,"96/5",0
"126/5","96/5",0
"132/5","96/5",0
"138/5","96/5",0
"144/5","96/5",0
30,"96/5",0
"156/5","96/5",0
"162/5","96/5",0
"168/5","96/5",0
"174/5","96/5",0
36,"96/5",0
"186/5","96/5",0
"192/5","96/5",0
"198/5","96/5",0
"204/5","96/5",0
42,"96/5",0
"216/5","96/5",0
"222/5","96/5",0
"228/5","96/5",0
"234/5","96/5",0
48,"96/5",0
"246/5","96/5",0
"252/5","96/5",0
"258/5","96/5",0
"264/5","96/5",0
54,"96/5",0
"276/5","96/5",0
"282/5","96/5",0
"288/5","96/5",0
"294/5","96/5",0
60,"96/5",0
0,"102/5",0
"6/5","102/5",0
"12/5","102/5",0
"18/5","102/5",0
"24/5","102/5",0
6,"102/5",0
"36/5","102/5",0
"42/5","102/5",0
"48/5","102/5",0
"54/5","102/5",0
12,"102/5",0
"66/5","102/5",0
"72/5","102/5",0
"78/5","102/5",0
"84/5","102/5",0
18,"102/5",0
"96/5","102/5",0
"102/5","102/5",0
"108/5","102/5",0
"114/5","102/5",0
24,"102/5",0
"126/5","102/5",0
"132/5","102/5",0
"138/5","102/5",0
"144/5","102/5",0
30,"102/5",0
"156/5","102/5",0
"162/5","102/5",0
"168/5","102/5",0
"174/5","102/5",0
36,"102/5",0
"186/5","102/5",0
"192/5","102/5",0
"198/5","102/5",0
"204/5","102/5",0
42,"102/5",0
"216/5","102/5",0
"222/5","102/5",0
"228/5","102/5",0
"234/5","102/5",0
48,"102/5",0
"246/5","102/5",0
"252/5","102/5",0
"258/5","102/5",0
"264/5","102/5",0
54,"102/5",0
"276/5","102/5",0
"282/5","102/5",0
"288/5","102/5",0
"294/5","102/5",0
60,"102/5",0
0,"108/5",0
"6/5","108/5",0
"12/5","108/5",0
"18/5","108/5",0
"24/5","108/5",0
6,"108/5",0
"36/5","108/5",0
"42/5","108/5",0
"48/5","108/5",0
"54/5","108/5",0
12,"108/5",0
"66/5","108/5",0
"72/5","108/5",0
"78/5","108/5",0
"84/5","108/5",0
18,"108/5",0
"96/5","108/5",0
"102/5","108/5",0
"108/5","108/5",0
"114/5","108/5",0
24,"108/5",0
"126/5","108/5",0
"132/5","108/5",0
"138/5","108/5",0
"144/5","108/5",0
30,"108/5",0
"156/5","108/5",0
"162/5","108/5",0
"168/5","108/5",0
"174/5","108/5",0
36,"108/5",0
"186/5","108/5",0
"192/5","108/5",0
"198/5","108/5",0
"204/5","108/5",0
42,"108/5",0
"216/5","108/5",0
"222/5","108/5",0
"228/5","108/5",0
"234/5","108/5",0
48,"108/5",0
"246/5","108/5",0
"252/5","108/5",0
"258/5","108/5",0
"264/5","108/5",0
54,"108/5",0
"276/5","108/5",0
"282/5","108/5",0
"288/5","108/5",0
"294/5","108/5",0
60,"108/5",0
0,"114/5",0
"6/5","114/5",0
"12/5","114/5",0
"18/5","114/5",0
"24/5","114/5",0
6,"114/5",0
"36/5","114/5",0
"42/5","114/5",0
"48/5","114/5",0
"54/5","114/5",0
12,"114/5",0
"66/5","114/5",0
"72/5","114/5",0
"78/5","114/5",0
"84/5","114/5",0
18,"114/5",0
"96/5","114/5",0
"102/5","114/5",0
"108/5","114/5",0
"114/5","114/5",0
24,"114/5",0
"126/5","114/5",0
"132/5","114/5",0
"138/5","114/5",0
"144/5","114/5",0
30,"114/5",0
"156/5","114/5",0
"162/5","114/5",0
"168/5","114/5",0
"174/5","114/5",0
36,"114/5",0
"186/5","114/5",0
"192/5","114/5",0
"198/5","114/5",0
"204/5","114/5",0
42,"114/5",0
"216/5","114/5",0
"222/5","114/5",0
"228/5","114/5",0
"234/5","114/5",0
48,"114/5",0
"246/5","114/5",0
"252/5","114/5",0
"258/5","114/5",0
"264/5","114/5",0
54,"114/5",0
"276/5","114/5",0
"282/5","114/5",0
"288/5","114/5",0
"294/5","114/5",0
60,"114/5",0
0,24,0
"6/5",24,0
"12/5",24,0
"18/5",24,0
"24/5",24,0
6,24,0
"36/5",24,0
"42/5",24,0
"48/5",24,0
"54/5",24,0
12,24,0
"66/5",24,0
"72/5",24,0
"78/5",24,0
"84/5",24,0
18,24,0
"96/5",24,0
"102/5",24,0
"108/5",24,0
"114/5",24,0
24,24,0
"126/5",24,0
"132/5",24,0
"138/5",24,0
"144/5",24,0
30,24,0
"156/5",24,0
"162/5",24,0
"168/5",24,0
"174/5",24,0
36,24,0
"186/5",24,0
"192/5",24,0
"198/5",24,0
"204/5",24,0
42,24,0
"216/5",24,0
"222/5",24,0
"228/5",24,0
"234/5",24,0
48,24,0
"246/5",24,0
"252/5",24,0
"258/5",24,0
"264/5",24,0
54,24,0
"276/5",24,0
"282/5",24,0
"288/5",24,0
"294/5",24,0
60,24,0
0,"126/5",0
"6/5","126/5",0
"12/5","126/5",0
"18/5","126/5",0
"24/5","126/5",0
6,"126/5",0
"36/5","126/5",0
"42/5","126/5",0
"48/5","126/5",0
"54/5","126/5",0
12,"126/5",0
"66/5","126/5",0
"72/5","126/5",0
"78/5","126/5",0
"84/5","126/5",0
18,"126/5",0
"96/5","126/5",0
"102/5","126/5",0
"108/5","126/5",0
"114/5","126/5",0
24,"126/5",0
"126/5","126/5",0
"132/5","126/5",0
"138/5","126/5",0
"144/5","126/5",0
30,"126/5",0
"156/5","126/5",0
"162/5","126/5",0
"168/5","126/5",0
"174/5","126/5",0
36,"126/5",0
"186/5","126/5",0
"192/5","126/5",0
"198/5","126/5",0
"204/5","126/5",0
42,"126/5",0
"216/5","126/5",0
"222/5","126/5",0
"228/5","126/5",0
"234/5","126/5",0
48,"126/5",0
"246/5","126/5",0
"252/5","126/5",0
"258/5","126/5",0
"264/5","126/5",0
54,"126/5",0
"276/5","126/5",0
"282/5","126/5",0
"288/5","126/5",0
"294/5","126/5",0
60,"126/5",0
0,"132/5",0
"6/5","132/5",0
"12/5","132/5",0
"18/5","132/5",0
"24/5","132/5",0
6,"132/5",0
"36/5","132/5",0
"42/5","132/5",0
"48/5","132/5",0
"54/5","132/5",0
12,"132/5",0
"66/5","132/5",0
"72/5","132/5",0
"78/5","132/5",0
"84/5","132/5",0
18,"132/5",0
"96/5","132/5",0
"102/5","132/5",0
"108/5","132/5",0
"114/5","132/5",0
24,"132/5",0
"126/5","132/5",0
"132/5","132/5",0
"138/5","132/5",0
"144/5","132/5",0
30,"132/5",0
"156/5","132/5",0
"162/5","132/5",0
"168/5","132/5",0
"174/5","132/5",0
36,"132/5",0
"186/5","132/5",0
"192/5","132/5",0
"198/5","132/5",0
"204/5","132/5",0
42,"132/5",0
"216/5","132/5",0
"222/5","132/5",0
"228/5","132/5",0
"234/5","132/5",0
48,"132/5",0
"246/5","132/5",0
"252/5","132/5",0
"258/5","132/5",0
"264/5","132/5",0
54,"132/5",0
"276/5","132/5",0
"282/5","132/5",0
"288/5","132/5",0
"294/5","132/5",0
60,"132/5",0
0,"138/5",0
"6/5","138/5",0
"12/5","138/5",0
"18/5","138/5",0
"24/5","138/5",0
6,"138/5",0
"36/5","138/5",0
"42/5","138/5",0
"48/5","138/5",0
"54/5","138/5",0
12,"138/5",0
"66/5","138/5",0
"72/5","138/5",0
"78/5","138/5",0
"84/5","138/5",0
18,"138/5",0
"96/5","138/5",0
"102/5","138/5",0
"108/5","138/5",0
"114/5","138/5",0
24,"138/5",0
"126/5","138/5",0
"132/5","138/5",0
"138/5","138/5",0
"144/5","138/5",0
30,"138/5",0
"156/5","138/5",0
"162/5","138/5",0
"168/5","138/5",0
"174/5","138/5",0
36,"138/5",0
"186/5","138/5",0
"192/5","138/5",0
"198/5","138/5",0
"204/5","138/5",0
42,"138/5",0
"216/5","138/5",0
"222/5","138/5",0
"228/5","138/5",0
"234/5","138/5",0
48,"138/5",0
"246/5","138/5",0
"252/5","138/5",0
"258/5","138/5",0
"264/5","138/5",0
54,"138/5",0
"276/5","138/5",0
"282/5","138/5",0
"288/5","138/5",0
"294/5","138/5",0
60,"138/5",0
0,"144/5",0
"6/5","144/5",0
"12/5","144/5",0
"18/5","144/5",0
"24/5","144/5",0
6,"144/5",0
"36/5","144/5",0
"42/5","144/5",0
"48/5","144/5",0
"54/5","144/5",0
12,"144/5",0
"66/5","144/5",0
"72/5","144/5",0
"78/5","144/5",0
"84/5","144/5",0
18,"144/5",0
"96/5","144/5",0
"102/5","144/5",0
"108/5","144/5",0
"114/5","144/5",0
24,"144/5",0
"126/5","144/5",0
"132/5","144/5",0
"138/5","144/5",0
"144/5","144/5",0
30,"144/5",0
"156/5","144/5",0
"162/5","144/5",0
"168/5","144/5",0
"174/5","144/5",0
36,"144/5",0
"186/5","144/5",0
"192/5","144/5",0
"198/5","144/5",0
"204/5","144/5",0
42,"144/5",0
"216/5","144/5",0
"222/5","144/5",0
"228/5","144/5",0
"234/5","144/5",0
48,"144/5",0
"246/5","144/5",0
"252/5","144/5",0
"258/5","144/5",0
"264/5","144/5",0
54,"144/5",0
"276/5","144/5",0
"282/5","144/5",0
"288/5","144/5",0
"294/5","144/5",0
60,"144/5",0
0,30,0
"6/5",30,0
"12/5",30,0
"18/5",30,0
"24/5",30,0
6,30,0
"36/5",30,0
"42/5",30,0
"48/5",30,0
"54/5",30,0
12,30,0
"66/5",30,0
"72/5",30,0
"78/5",30,0
"84/5",30,0
18,30,0
"96/5",30,0
"102/5",30,0
"108/5",30,0
"114/5",30,0
24,30,0
"126/5",30,0
"132/5",30,0
"138/5",30,0
"144/5",30,0
30,30,0
"156/5",30,0
"162/5",30,0
"168/5",30,0
"174/5",30,0
36,30,0
"186/5",30,0
"192/5",30,0
"198/5",30,0
"204/5",30,0
42,30,0
"216/5",30,0
"222/5",30,0
"228/5",30,0
"234/5",30,0
48,30,0
"246/5",30,0
"252/5",30,0
"258/5",30,0
"264/5",30,0
54,30,0
"276/5",30,0
"282/5",30,0
"288/5",30,0
"294/5",30,0
60,30,0
0,"156/5",0
"6/5","156/5",0
"12/5","156/5",0
"18/5","156/5",0
"24/5","156/5",0
6,"156/5",0
"36/5","156/5",0
"42/5","156/5",0
"48/5","156/5",0
"54/5","156/5",0
12,"156/5",0
"66/5","156/5",0
"72/5","156/5",0
"78/5","156/5",0
"84/5","156/5",0
18,"156/5",0
"96/5","156/5",0
"102/5","156/5",0
"108/5","156/5",0
"114/5","156/5",0
24,"156/5",0
"126/5","156/5",0
"132/5","156/5",0
"138/5","156/5",0
"144/5","156/5",0
30,"156/5",0
"156/5","156/5",0
"162/5","156/5",0
"168/5","156/5",0
"174/5","156/5",0
36,"156/5",0
"186/5","156/5",0
"192/5","156/5",0
"198/5","156/5",0
"204/5","156/5",0
42,"156/5",0
"216/5","156/5",0
"222/5","156/5",0
"228/5","156/5",0
"234/5","156/5",0
48,"156/5",0
"246/5","156/5",0
"252/5","156/5",0
"258/5","156/5",0
"264/5","156/5",0
54,"156/5",0
"276/5","156/5",0
"282/5","156/5",0
"288/5","156/5",0
"294/5","156/5",0
60,"156/5",0
0,"162/5",0
"6/5","162/5",0
"12/5","162/5",0
"18/5","162/5",0
"24/5","162/5",0
6,"162/5",0
"36/5","162/5",0
"42/5","162/5",0
"48/5","162/5",0
"54/5","162/5",0
12,"162/5",0
